,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
1656,EID_11827,1,32.0,3,1,Franklin,Operations,Conceptual,6.0,1,51,1,2,8.0,type2,1.0,3,-0.9612,1.8688,2.0,3,6,5
1658,EID_2660,0,57.0,1,0,Lebanon,Operations,Directive,35.0,1,74,0,2,9.0,type4,1.0,3,1.6081,0.7075,2.0,2,7,5
1660,EID_18114,1,24.0,4,0,Lebanon,Operations,Conceptual,5.0,2,57,1,3,8.0,type1,3.0,3,0.7516,-1.615,2.0,3,9,3
1661,EID_12784,1,38.0,2,1,Franklin,Operations,Directive,15.0,3,68,1,2,7.0,type3,2.0,3,-1.8176,0.7075,2.0,2,8,3
1662,EID_5837,1,49.0,4,1,Lebanon,Operations,Conceptual,20.0,4,31,1,1,8.0,type3,4.0,4,,1.8688,,2,7,3
1664,EID_5223,0,56.0,4,1,Washington,Operations,Behavioral,23.0,4,44,1,2,8.0,type3,4.0,3,-0.9612,-0.4537,1.0,2,5,3
1665,EID_3998,1,49.0,3,1,Springfield,Operations,Behavioral,23.0,4,29,1,2,9.0,type2,2.0,3,-0.9612,0.7075,2.0,5,7,3
1667,EID_2796,0,52.0,2,1,Lebanon,Operations,Directive,22.0,1,37,0,3,8.0,type3,1.0,3,0.7516,-2.7762,2.0,3,8,1
1670,EID_11961,0,40.0,3,1,Lebanon,Operations,Conceptual,11.0,1,73,0,2,8.0,type0,3.0,3,-0.9612,0.7075,1.0,3,6,3
1672,EID_21322,0,47.0,4,1,Franklin,Operations,Directive,20.0,4,66,0,1,8.0,type3,2.0,3,0.7516,-0.4537,1.0,4,8,3
1675,EID_1574,1,56.0,4,1,Lebanon,Operations,Conceptual,21.0,3,35,0,4,9.0,type3,2.0,2,1.6081,-0.4537,2.0,3,7,2
1676,EID_15805,0,27.0,2,1,Franklin,Operations,Conceptual,4.0,2,72,0,5,7.0,type2,1.0,3,-1.8176,-1.615,,4,8,5
1677,EID_16571,1,25.0,1,1,Springfield,Operations,Analytical,6.0,3,50,0,2,10.0,type2,4.0,3,0.7516,-0.4537,2.0,3,5,4
1678,EID_3200,0,60.0,3,1,Franklin,Operations,Conceptual,23.0,4,34,1,2,8.0,type2,3.0,3,0.7516,-0.4537,1.0,1,8,4
1679,EID_16559,0,25.0,2,0,Washington,Operations,Behavioral,6.0,1,68,2,3,8.0,type2,2.0,3,-0.9612,1.8688,2.0,2,6,4
1685,EID_11669,0,32.0,4,1,Washington,Operations,Behavioral,3.0,3,41,0,3,8.0,type2,2.0,3,-0.1048,0.7075,1.0,4,7,3
1688,EID_24704,0,26.0,4,0,Lebanon,Operations,Behavioral,3.0,2,42,2,2,7.0,type3,1.0,5,0.7516,-0.4537,2.0,3,7,3
1692,EID_22435,0,37.0,4,1,Springfield,Operations,Behavioral,11.0,1,22,0,3,8.0,type2,1.0,3,-1.8176,-0.4537,2.0,2,8,5
1694,EID_16650,1,23.0,2,1,Franklin,Operations,Directive,4.0,3,38,1,1,7.0,type3,1.0,3,,-0.4537,2.0,2,7,4
1695,EID_18259,1,22.0,1,1,Lebanon,Operations,Analytical,3.0,1,22,0,4,8.0,type2,1.0,3,-0.9612,-0.4537,2.0,3,8,2
1698,EID_11851,1,35.0,4,0,Lebanon,Operations,Analytical,8.0,4,62,0,1,8.0,type2,4.0,4,-0.1048,0.7075,3.0,4,6,3
1699,EID_5739,1,50.0,3,1,Lebanon,Operations,Conceptual,15.0,1,68,1,2,8.0,type2,3.0,3,1.6081,0.7075,2.0,3,8,3
1706,EID_4168,1,65.0,3,1,Franklin,Operations,Analytical,29.0,4,31,1,2,8.0,type2,2.0,3,0.7516,-0.4537,2.0,3,9,3
1708,EID_6657,1,,4,0,Springfield,Operations,Behavioral,11.0,2,69,2,4,8.0,type0,2.0,3,0.7516,-0.4537,2.0,4,7,3
1711,EID_1670,0,60.0,3,1,Clinton,Operations,Analytical,21.0,1,40,2,4,10.0,type2,4.0,3,0.7516,-0.4537,2.0,5,5,3
1714,EID_19126,0,19.0,4,0,Springfield,Operations,Conceptual,0.0,0,21,1,5,8.0,type2,2.0,3,0.7516,0.7075,2.0,3,6,3
1717,EID_23220,0,19.0,4,1,Franklin,Operations,Behavioral,0.0,0,28,0,3,8.0,type1,4.0,4,,-0.4537,2.0,3,8,3
1719,EID_9494,1,42.0,3,1,Franklin,Operations,Directive,15.0,1,70,1,2,9.0,type2,3.0,3,-0.9612,1.8688,2.0,4,8,3
1722,EID_15572,1,26.0,4,1,Washington,Operations,Analytical,2.0,2,57,0,4,8.0,type2,3.0,3,0.7516,-0.4537,2.0,2,7,3
1725,EID_23199,1,28.0,3,0,Washington,Operations,Analytical,4.0,3,23,1,1,8.0,type3,3.0,3,-0.1048,0.7075,2.0,4,8,3
1727,EID_2327,0,54.0,4,1,Washington,Operations,Conceptual,20.0,2,29,2,5,7.0,type3,3.0,4,0.7516,0.7075,2.0,2,5,4
1729,EID_5194,0,51.0,4,1,Lebanon,Operations,Directive,19.0,2,63,1,5,9.0,type2,4.0,3,-0.1048,-0.4537,2.0,2,6,3
1730,EID_18119,1,21.0,4,0,Lebanon,Operations,Conceptual,2.0,1,34,1,2,8.0,type2,2.0,2,1.6081,1.8688,,2,8,4
1734,EID_12097,1,32.0,4,0,Springfield,Operations,Conceptual,8.0,3,55,0,3,8.0,type2,4.0,1,-0.9612,-0.4537,2.0,2,7,3
1736,EID_3045,0,,2,0,Franklin,Operations,Conceptual,26.0,3,43,1,5,7.0,type2,3.0,3,-0.1048,0.7075,2.0,4,7,3
1738,EID_13041,0,28.0,3,1,Lebanon,Operations,Analytical,5.0,1,71,1,5,8.0,type2,1.0,1,,-0.4537,2.0,2,7,2
1742,EID_4502,1,57.0,1,1,Lebanon,Operations,Directive,26.0,2,27,1,2,8.0,type2,3.0,2,1.6081,0.7075,,3,7,3
1748,EID_19936,0,45.0,4,1,Lebanon,Operations,Behavioral,11.0,2,63,0,1,8.0,type2,4.0,3,-0.9612,0.7075,2.0,3,7,3
1750,EID_8179,0,49.0,5,1,Springfield,Operations,Directive,19.0,1,52,0,2,7.0,type2,3.0,4,0.7516,-0.4537,2.0,2,7,3
1755,EID_18753,0,20.0,5,1,Springfield,Operations,Directive,1.0,1,39,2,3,9.0,type3,1.0,4,-0.1048,0.7075,2.0,3,8,3
1756,EID_12616,0,32.0,3,1,Lebanon,Operations,Analytical,4.0,4,60,0,2,7.0,type3,1.0,1,-0.1048,-0.4537,2.0,1,7,3
1760,EID_21496,0,37.0,3,1,Washington,Operations,Analytical,12.0,1,67,0,2,8.0,type2,2.0,4,,0.7075,2.0,3,8,3
1762,EID_23124,1,47.0,3,1,Lebanon,Operations,Directive,14.0,2,64,1,1,8.0,type2,2.0,3,0.7516,-0.4537,2.0,2,5,4
1765,EID_6871,1,61.0,3,1,Washington,Operations,Behavioral,26.0,4,71,1,3,9.0,type3,4.0,3,-1.8176,0.7075,2.0,2,7,2
1769,EID_13892,0,,4,1,Washington,Operations,Behavioral,4.0,2,32,1,3,8.0,type2,3.0,3,0.7516,-0.4537,2.0,3,8,4
1770,EID_1313,1,57.0,4,1,Lebanon,Operations,Analytical,28.0,3,46,1,4,7.0,type2,1.0,3,-0.9612,0.7075,,2,6,3
1772,EID_1953,1,55.0,3,0,Lebanon,Operations,Analytical,30.0,2,67,1,1,8.0,type2,2.0,3,0.7516,-0.4537,2.0,4,6,4
1773,EID_18324,0,23.0,5,0,Washington,Operations,Analytical,4.0,1,72,1,3,7.0,type2,1.0,2,0.7516,-0.4537,2.0,2,7,4
1781,EID_10031,0,46.0,2,1,Springfield,Operations,Behavioral,16.0,2,73,1,2,9.0,type2,1.0,3,0.7516,0.7075,2.0,1,9,4
1783,EID_25138,0,27.0,4,1,Lebanon,Operations,Conceptual,4.0,2,39,2,3,7.0,type2,1.0,3,0.7516,-0.4537,2.0,2,8,1
1784,EID_5522,1,65.0,2,1,Franklin,Operations,Conceptual,31.0,4,64,1,5,8.0,type4,3.0,3,0.7516,-0.4537,2.0,2,5,4
1786,EID_8914,1,59.0,3,1,Franklin,Operations,Behavioral,27.0,4,51,2,2,8.0,type2,1.0,3,0.7516,0.7075,1.0,4,8,4
1792,EID_6644,0,53.0,3,1,Lebanon,Operations,Conceptual,17.0,2,36,2,2,10.0,type3,2.0,3,0.7516,-1.615,2.0,4,8,2
1795,EID_16718,0,24.0,5,0,Franklin,Operations,Analytical,5.0,3,54,1,4,8.0,type3,4.0,3,-1.8176,-1.615,2.0,2,7,3
1796,EID_24909,1,45.0,3,0,Franklin,Operations,Conceptual,7.0,4,45,1,3,9.0,type2,1.0,4,0.7516,0.7075,2.0,3,6,3
1797,EID_1208,0,57.0,4,0,Washington,Operations,Analytical,24.0,2,47,2,3,10.0,type1,1.0,3,-0.1048,-0.4537,2.0,3,6,3
1801,EID_14662,0,33.0,5,0,Franklin,Operations,Behavioral,4.0,3,21,0,3,9.0,type3,5.0,3,-0.9612,-0.4537,1.0,2,7,5
1804,EID_6891,0,47.0,3,1,Franklin,Operations,Behavioral,15.0,2,49,0,5,9.0,type2,3.0,3,-0.9612,0.7075,2.0,2,6,4
1807,EID_9831,1,37.0,4,1,Lebanon,Production,Conceptual,11.0,2,74,1,3,9.0,type2,1.0,2,-0.9612,0.7075,2.0,4,7,4
1808,EID_14508,0,33.0,1,1,Springfield,Production,Conceptual,7.0,1,35,1,2,8.0,type2,1.0,3,0.7516,1.8688,2.0,2,7,3
1812,EID_7857,0,50.0,3,1,Springfield,Production,Analytical,15.0,2,48,1,2,7.0,type2,1.0,3,0.7516,-0.4537,2.0,2,8,3
1817,EID_3540,1,65.0,3,0,Franklin,Production,Behavioral,31.0,4,34,1,2,8.0,type3,2.0,3,,-0.4537,2.0,3,5,3
1819,EID_13559,1,35.0,4,1,Lebanon,Production,Directive,9.0,1,60,0,3,9.0,type2,1.0,3,0.7516,0.7075,2.0,3,7,3
1822,EID_24525,0,22.0,3,1,Springfield,Production,Conceptual,3.0,1,34,0,2,9.0,type3,3.0,3,-0.1048,-0.4537,2.0,2,7,2
1831,EID_15387,1,27.0,5,0,Washington,Production,Conceptual,4.0,2,53,1,3,9.0,type2,4.0,3,0.7516,-1.615,2.0,2,8,5
1834,EID_10191,0,40.0,3,1,Springfield,Production,Behavioral,,4,47,0,1,7.0,type3,1.0,2,-0.9612,1.8688,2.0,3,8,4
1835,EID_8837,0,60.0,3,1,Clinton,Production,Directive,37.0,1,42,1,3,8.0,type3,4.0,4,-1.8176,0.7075,2.0,2,7,4
1836,EID_22913,1,45.0,2,1,Springfield,Production,Conceptual,10.0,2,21,0,3,9.0,type2,1.0,2,-0.1048,-0.4537,2.0,3,7,3
1839,EID_12564,0,38.0,3,1,Franklin,Production,Conceptual,11.0,1,57,1,1,7.0,type3,1.0,2,-1.8176,-0.4537,2.0,4,7,3
1842,EID_5575,1,46.0,3,1,Franklin,Production,Directive,14.0,2,63,1,1,8.0,type2,1.0,2,-0.9612,-0.4537,2.0,2,9,4
1843,EID_10354,1,45.0,5,1,Springfield,Production,Directive,7.0,3,68,0,2,8.0,type2,1.0,4,0.7516,-0.4537,1.0,3,7,3
1845,EID_14078,1,34.0,1,0,Washington,Production,Conceptual,8.0,2,66,2,2,8.0,type3,3.0,3,-0.9612,-0.4537,2.0,4,7,3
1848,EID_14129,1,34.0,3,1,Lebanon,Production,Analytical,12.0,2,22,0,2,9.0,type3,1.0,3,-0.9612,0.7075,2.0,2,7,3
1849,EID_14181,1,29.0,4,1,Franklin,Production,Behavioral,6.0,3,46,1,3,8.0,type2,4.0,2,-0.9612,-0.4537,3.0,3,7,3
1851,EID_17761,0,23.0,3,1,Springfield,Production,Conceptual,4.0,1,64,0,2,8.0,type3,3.0,4,0.7516,0.7075,3.0,3,7,3
1856,EID_7775,1,,4,1,Lebanon,Production,Conceptual,21.0,4,51,1,2,7.0,type2,4.0,3,1.6081,0.7075,,1,8,4
1857,EID_12381,1,39.0,1,1,Springfield,Production,Behavioral,12.0,2,70,2,5,9.0,type2,3.0,3,1.6081,-0.4537,2.0,2,7,3
1859,EID_22844,0,45.0,3,1,Franklin,Production,Analytical,9.0,1,57,0,4,9.0,type2,3.0,3,-0.1048,0.7075,2.0,3,7,4
1860,EID_1642,1,60.0,2,1,Washington,Production,Directive,23.0,1,73,1,2,9.0,type2,4.0,3,0.7516,0.7075,1.0,4,8,4
1868,EID_5012,1,65.0,5,0,Franklin,Production,Analytical,29.0,1,46,1,3,8.0,type2,1.0,4,1.6081,-0.4537,1.0,3,8,4
1871,EID_10189,1,36.0,3,1,Springfield,Production,Behavioral,7.0,4,44,1,2,8.0,type3,4.0,4,-0.1048,1.8688,2.0,3,9,5
1872,EID_13832,1,26.0,4,0,Washington,Production,Behavioral,4.0,3,73,2,2,7.0,type2,1.0,2,-0.1048,-0.4537,2.0,3,8,3
1873,EID_2163,0,58.0,3,0,Franklin,Production,Conceptual,30.0,1,34,2,3,7.0,type3,2.0,4,-0.1048,-0.4537,2.0,2,5,5
1876,EID_19216,1,19.0,3,1,Springfield,Production,Directive,0.0,0,58,2,1,10.0,type2,2.0,3,-0.9612,-0.4537,2.0,4,8,3
1877,EID_4353,0,48.0,3,1,Franklin,Production,Behavioral,23.0,4,43,1,4,9.0,type3,3.0,3,0.7516,-0.4537,1.0,2,7,3
1878,EID_25490,1,37.0,1,1,Lebanon,Production,Analytical,10.0,4,31,2,1,9.0,type2,4.0,3,-0.1048,0.7075,,2,8,5
1880,EID_9776,0,41.0,3,0,Franklin,Production,Behavioral,9.0,3,24,1,3,7.0,type3,3.0,4,-0.1048,-0.4537,1.0,3,7,3
1882,EID_21814,1,54.0,3,1,Franklin,Production,Behavioral,28.0,1,22,1,5,8.0,type3,3.0,3,0.7516,-0.4537,2.0,2,8,3
1883,EID_12083,1,35.0,5,0,Lebanon,Production,Conceptual,7.0,4,74,1,3,8.0,type3,2.0,3,-0.9612,-0.4537,2.0,2,5,4
1887,EID_1855,1,64.0,5,0,Lebanon,Purchasing,Analytical,42.0,3,27,1,3,8.0,type3,1.0,3,,-0.4537,3.0,3,9,5
1889,EID_2827,1,61.0,3,0,Franklin,Purchasing,Analytical,37.0,2,51,1,1,8.0,type3,3.0,3,-1.8176,-0.4537,,2,6,3
1893,EID_3261,1,,2,1,Lebanon,Purchasing,Analytical,19.0,3,53,1,3,9.0,type3,3.0,3,0.7516,-1.615,2.0,2,8,5
1896,EID_22759,0,37.0,1,1,Franklin,Purchasing,Conceptual,11.0,1,30,2,5,8.0,type2,1.0,3,-0.1048,0.7075,2.0,3,7,3
1907,EID_16631,1,25.0,4,1,Lebanon,Purchasing,Behavioral,6.0,2,71,1,2,8.0,type1,2.0,1,0.7516,-0.4537,2.0,4,7,3
1910,EID_4850,0,56.0,1,1,Springfield,Purchasing,Conceptual,34.0,3,23,1,3,9.0,type2,3.0,3,1.6081,-1.615,2.0,3,7,2
1915,EID_9479,0,42.0,5,1,Springfield,Purchasing,Behavioral,10.0,1,56,0,2,8.0,type3,2.0,5,-0.9612,-0.4537,2.0,3,8,4
1918,EID_10695,0,39.0,4,1,Springfield,Purchasing,Directive,11.0,4,41,0,2,7.0,type4,2.0,3,1.6081,1.8688,2.0,2,8,3
1920,EID_1213,1,61.0,3,1,Lebanon,Purchasing,Behavioral,35.0,2,74,1,2,8.0,type2,1.0,3,0.7516,-0.4537,2.0,3,8,4
1925,EID_7448,0,46.0,3,1,Washington,Purchasing,Behavioral,15.0,3,51,0,3,9.0,type2,2.0,3,-0.1048,0.7075,2.0,3,7,3
1927,EID_8806,1,39.0,1,0,Lebanon,Purchasing,Conceptual,16.0,2,67,1,2,9.0,type2,1.0,3,-0.9612,-0.4537,2.0,4,5,2
1928,EID_20089,1,45.0,3,1,Springfield,Purchasing,Directive,14.0,2,42,1,2,8.0,type2,4.0,2,0.7516,0.7075,1.0,3,8,3
1929,EID_14705,1,33.0,3,0,Washington,Purchasing,Behavioral,5.0,4,49,0,3,7.0,type3,3.0,4,-0.9612,0.7075,1.0,2,5,3
1930,EID_16931,0,23.0,3,1,Lebanon,Purchasing,Analytical,4.0,1,26,1,2,7.0,type3,1.0,1,0.7516,-0.4537,2.0,4,8,4
1931,EID_10756,1,38.0,1,1,Springfield,Purchasing,Analytical,10.0,3,54,0,3,7.0,type2,1.0,4,1.6081,0.7075,1.0,3,8,4
1932,EID_19245,1,20.0,3,0,Washington,Purchasing,Conceptual,1.0,1,63,1,3,9.0,type2,1.0,3,-0.1048,-0.4537,2.0,4,8,5
1934,EID_10582,1,44.0,3,1,Springfield,Purchasing,Behavioral,9.0,2,53,1,3,7.0,type2,1.0,3,-0.9612,0.7075,2.0,4,8,3
1935,EID_21125,1,30.0,1,0,Springfield,Purchasing,Analytical,8.0,3,38,1,1,8.0,type2,1.0,3,0.7516,0.7075,2.0,1,7,3
1937,EID_12770,1,33.0,2,1,Clinton,Purchasing,Conceptual,11.0,1,70,2,5,7.0,type3,1.0,4,-1.8176,-0.4537,2.0,3,6,3
1939,EID_4442,0,57.0,3,1,Franklin,Purchasing,Behavioral,29.0,4,28,2,4,8.0,type2,2.0,2,0.7516,0.7075,2.0,3,7,3
1942,EID_8959,1,43.0,1,0,Clinton,Purchasing,Behavioral,4.0,2,42,1,3,7.0,type3,3.0,4,-0.9612,-0.4537,1.0,3,6,3
1944,EID_25601,0,45.0,5,0,Lebanon,Purchasing,Behavioral,22.0,3,59,1,1,9.0,type2,3.0,3,-0.9612,-0.4537,2.0,2,5,3
1947,EID_4829,1,56.0,3,1,Springfield,Purchasing,Analytical,18.0,1,56,1,3,9.0,type2,4.0,1,,-2.7762,2.0,3,5,5
1949,EID_21725,1,22.0,3,1,Franklin,Purchasing,Conceptual,3.0,1,39,0,4,9.0,type3,2.0,3,-0.1048,-1.615,,2,7,3
1952,EID_2019,0,55.0,3,0,Franklin,Purchasing,Directive,24.0,4,27,1,2,8.0,type3,3.0,3,0.7516,0.7075,,3,8,5
1955,EID_21028,1,54.0,3,1,Lebanon,Purchasing,Directive,19.0,3,57,0,1,7.0,type3,3.0,3,0.7516,-2.7762,3.0,5,8,3
1957,EID_11378,1,37.0,3,0,Lebanon,Purchasing,Directive,10.0,4,65,0,4,8.0,type2,4.0,4,0.7516,-0.4537,2.0,1,5,3
1958,EID_17323,0,22.0,5,1,Lebanon,Purchasing,Conceptual,3.0,2,61,2,3,10.0,type2,2.0,4,1.6081,0.7075,2.0,4,7,3
1959,EID_12880,1,35.0,3,1,Lebanon,Purchasing,Directive,8.0,3,54,1,2,8.0,type3,3.0,4,0.7516,-0.4537,2.0,4,8,3
1962,EID_7827,1,50.0,4,0,Lebanon,Purchasing,Analytical,12.0,1,61,2,4,7.0,type3,1.0,3,0.7516,0.7075,,2,8,2
1966,EID_16194,0,29.0,4,0,Lebanon,Purchasing,Analytical,7.0,4,50,1,4,7.0,type3,4.0,5,-0.1048,-0.4537,,3,5,3
1970,EID_4111,1,53.0,4,0,Franklin,Purchasing,Analytical,22.0,4,57,1,3,8.0,type1,1.0,2,0.7516,-0.4537,1.0,2,8,3
1971,EID_11618,0,32.0,5,1,Franklin,Purchasing,Directive,4.0,2,28,1,3,7.0,type2,3.0,1,-0.1048,-0.4537,,2,5,5
1975,EID_20222,1,19.0,4,1,Springfield,Purchasing,Conceptual,0.0,0,52,1,3,8.0,type2,4.0,1,0.7516,0.7075,2.0,3,6,4
1976,EID_10696,1,35.0,4,1,Franklin,Purchasing,Analytical,12.0,2,42,0,4,8.0,type2,1.0,3,-0.1048,-2.7762,2.0,4,8,3
1977,EID_18012,1,24.0,3,0,Washington,Purchasing,Behavioral,5.0,1,26,0,1,8.0,type2,4.0,3,0.7516,-2.7762,1.0,5,7,3
1978,EID_4343,1,52.0,3,1,Springfield,Purchasing,Conceptual,15.0,4,36,0,2,8.0,type2,3.0,3,0.7516,-0.4537,2.0,3,5,3
1979,EID_5978,0,49.0,4,1,Lebanon,Purchasing,Analytical,10.0,4,69,1,1,8.0,type2,3.0,3,-1.8176,-0.4537,2.0,3,8,5
1980,EID_24385,0,22.0,3,0,Franklin,Purchasing,Behavioral,3.0,1,25,1,5,9.0,type2,3.0,3,1.6081,1.8688,1.0,3,8,2
1984,EID_7471,0,51.0,3,1,Clinton,Purchasing,Behavioral,16.0,4,63,0,2,7.0,type3,4.0,3,-0.1048,-0.4537,2.0,4,6,2
1985,EID_15574,1,30.0,3,1,Washington,Purchasing,Conceptual,6.0,4,32,1,3,7.0,type2,1.0,4,,-0.4537,2.0,2,7,4
1986,EID_23549,1,,5,0,Franklin,Purchasing,Behavioral,4.0,3,66,1,2,8.0,type2,2.0,3,0.7516,0.7075,,4,5,2
1987,EID_22516,0,52.0,3,1,Franklin,Purchasing,Directive,25.0,2,20,1,1,8.0,type2,4.0,3,-0.1048,0.7075,,2,8,3
1994,EID_9423,0,38.0,3,1,Springfield,Purchasing,Analytical,9.0,3,30,2,1,9.0,type2,1.0,4,0.7516,0.7075,3.0,3,6,3
1996,EID_25265,0,37.0,3,1,Clinton,Purchasing,Directive,12.0,2,51,1,2,7.0,type2,3.0,3,-1.8176,-0.4537,2.0,3,8,2
2001,EID_4791,0,52.0,2,1,Lebanon,Purchasing,Behavioral,20.0,4,28,1,2,8.0,type2,1.0,4,0.7516,-2.7762,3.0,2,9,5
2002,EID_3868,1,64.0,1,1,Franklin,Purchasing,Directive,31.0,2,24,1,2,7.0,type2,1.0,2,0.7516,-0.4537,2.0,3,6,4
2004,EID_18253,1,22.0,4,1,Springfield,Purchasing,Directive,3.0,3,22,1,2,8.0,type2,2.0,4,-0.1048,0.7075,2.0,4,8,3
2006,EID_11486,1,41.0,3,1,Clinton,Purchasing,Conceptual,6.0,2,63,0,2,8.0,type2,1.0,3,-0.1048,-1.615,3.0,5,6,3
2007,EID_16362,0,22.0,4,0,Lebanon,Purchasing,Directive,3.0,3,32,0,4,8.0,type2,4.0,4,-0.9612,0.7075,2.0,2,8,3
2008,EID_12449,0,30.0,3,1,Washington,Purchasing,Analytical,7.0,3,68,2,3,7.0,type3,4.0,3,0.7516,-1.615,2.0,3,7,3
2011,EID_2297,1,54.0,4,1,Franklin,Purchasing,Behavioral,17.0,3,30,1,5,7.0,type1,3.0,3,0.7516,1.8688,2.0,3,7,5
2014,EID_13766,1,26.0,1,0,Lebanon,Purchasing,Analytical,3.0,1,34,1,1,8.0,type2,1.0,5,-0.9612,-0.4537,3.0,3,6,2
2016,EID_8337,0,40.0,3,1,Washington,Purchasing,Conceptual,11.0,4,65,1,2,8.0,type3,4.0,3,0.7516,-0.4537,2.0,4,7,3
2022,EID_3335,0,51.0,4,1,Franklin,Purchasing,Directive,17.0,4,60,0,3,8.0,type3,2.0,3,-0.9612,-0.4537,2.0,3,5,3
2023,EID_25318,1,52.0,2,1,Washington,Purchasing,Analytical,14.0,1,32,0,3,7.0,type3,1.0,5,-0.1048,0.7075,2.0,4,8,3
2025,EID_5207,1,63.0,4,0,Franklin,Purchasing,Directive,35.0,3,61,0,4,9.0,type4,1.0,4,1.6081,0.7075,2.0,2,9,3
2034,EID_11009,0,43.0,4,0,Washington,Purchasing,Behavioral,18.0,3,24,0,1,7.0,type2,3.0,3,0.7516,-0.4537,2.0,3,8,3
2041,EID_15342,1,27.0,4,0,Springfield,Purchasing,Conceptual,4.0,4,67,0,3,9.0,type3,3.0,4,,0.7075,2.0,2,7,3
2044,EID_16265,1,23.0,3,1,Lebanon,Purchasing,Behavioral,4.0,1,26,1,3,7.0,type2,1.0,5,0.7516,-0.4537,2.0,3,7,3
2045,EID_12797,1,33.0,4,1,Clinton,Purchasing,Analytical,7.0,3,30,1,1,8.0,type4,3.0,3,-0.9612,0.7075,2.0,3,6,3
2046,EID_19658,0,,3,1,Washington,Purchasing,Directive,9.0,4,37,1,5,9.0,type1,3.0,3,0.7516,0.7075,2.0,2,8,3
2048,EID_11262,1,,3,0,Lebanon,Purchasing,Directive,5.0,2,53,1,1,8.0,type2,3.0,4,-1.8176,-1.615,2.0,1,5,3
2050,EID_20697,0,28.0,4,1,Lebanon,Purchasing,Behavioral,5.0,2,71,1,1,7.0,type2,1.0,3,-0.1048,-0.4537,2.0,2,7,4
2051,EID_14537,1,25.0,3,0,Lebanon,Purchasing,Behavioral,6.0,2,72,2,3,8.0,type2,2.0,4,1.6081,1.8688,,3,7,3
2055,EID_15725,1,30.0,3,1,Springfield,Purchasing,Analytical,6.0,4,50,0,4,9.0,type2,3.0,3,-0.1048,0.7075,2.0,2,8,4
2057,EID_22871,0,60.0,3,1,Washington,Purchasing,Conceptual,38.0,4,25,2,3,9.0,type3,2.0,3,-0.1048,1.8688,2.0,3,8,3
2061,EID_2652,0,53.0,2,1,Springfield,Purchasing,Behavioral,19.0,3,30,0,3,9.0,type3,4.0,4,0.7516,0.7075,2.0,3,7,3
2063,EID_18490,1,20.0,4,1,Franklin,Purchasing,Conceptual,1.0,1,36,2,1,9.0,type2,3.0,3,-0.1048,-0.4537,,3,8,3
2064,EID_24727,0,26.0,4,1,Franklin,Purchasing,Conceptual,3.0,3,23,1,2,7.0,type2,4.0,4,0.7516,-1.615,2.0,3,7,4
2067,EID_17378,0,26.0,4,0,Springfield,Purchasing,Behavioral,4.0,2,51,0,4,9.0,type2,1.0,2,-0.9612,-1.615,2.0,2,8,3
2068,EID_16393,0,28.0,2,1,Washington,Purchasing,Directive,5.0,2,40,1,4,8.0,type2,4.0,2,1.6081,-0.4537,2.0,2,8,3
2072,EID_11404,0,42.0,5,0,Franklin,Purchasing,Analytical,8.0,2,50,1,2,8.0,type3,3.0,5,0.7516,-2.7762,2.0,3,6,4
2077,EID_25313,1,42.0,4,0,Franklin,Purchasing,Analytical,20.0,3,46,1,1,7.0,type4,1.0,3,0.7516,-0.4537,1.0,5,7,3
2081,EID_10004,0,46.0,3,1,Springfield,Purchasing,Analytical,22.0,1,68,1,1,7.0,type3,4.0,3,-0.9612,0.7075,2.0,3,6,3
2084,EID_12982,0,37.0,4,0,Springfield,Purchasing,Analytical,13.0,4,34,0,3,8.0,type2,2.0,5,0.7516,-2.7762,2.0,2,8,3
2085,EID_15462,1,27.0,2,1,Springfield,Purchasing,Analytical,5.0,3,30,0,3,8.0,type2,4.0,3,0.7516,0.7075,2.0,3,6,4
2086,EID_25150,1,37.0,3,0,Washington,Purchasing,Conceptual,13.0,1,59,0,2,10.0,type2,2.0,3,-0.9612,1.8688,2.0,3,8,2
2087,EID_22102,1,30.0,3,1,Franklin,Purchasing,Directive,6.0,4,48,0,1,10.0,type3,2.0,3,0.7516,-1.615,2.0,3,7,3
2088,EID_24095,1,52.0,3,0,Springfield,Purchasing,Directive,16.0,2,51,2,1,7.0,type3,1.0,3,,0.7075,3.0,3,8,3
2091,EID_13687,1,30.0,4,0,Franklin,Purchasing,Conceptual,8.0,2,36,1,1,9.0,type3,3.0,3,-0.9612,-0.4537,1.0,2,8,5
2095,EID_22777,1,25.0,3,1,Springfield,Purchasing,Conceptual,6.0,4,59,1,3,8.0,type2,1.0,3,0.7516,0.7075,1.0,4,8,3
2096,EID_3755,0,59.0,3,1,Lebanon,Quality,Behavioral,26.0,4,44,0,3,8.0,type2,2.0,1,,0.7075,2.0,3,7,3
2097,EID_13775,0,26.0,3,1,Franklin,Quality,Behavioral,3.0,2,39,0,3,7.0,type2,4.0,3,-0.9612,-0.4537,3.0,3,8,4
2099,EID_7964,1,59.0,5,0,Franklin,Quality,Behavioral,33.0,4,42,1,3,8.0,type2,2.0,3,0.7516,-0.4537,2.0,2,6,3
