,Employee_ID,Gender,Age,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Compensation_and_Benefits,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7
1625,EID_11961,0,40.0,3,1,Lebanon,Operarions,Conceptual,11.0,1,73,0,2,8.0,type0,3.0,3,-0.9612,0.7075,1.0,3,6,3
1633,EID_5056,0,51.0,2,0,Lebanon,Human Resource Management,Directive,25.0,4,48,1,3,8.0,type3,2.0,1,-0.1048,0.7075,2.0,3,7,3
1636,EID_14078,1,34.0,1,0,Washington,Production,Conceptual,8.0,2,66,2,2,8.0,type3,3.0,3,-0.9612,-0.4537,2.0,4,7,3
1642,EID_21322,0,47.0,4,1,Franklin,Operarions,Directive,20.0,4,66,0,1,8.0,type3,2.0,3,0.7516,-0.4537,1.0,4,8,3
1644,EID_20480,1,35.0,4,0,Lebanon,Logistics,Directive,11.0,3,31,0,4,9.0,type2,3.0,5,-0.1048,0.7075,2.0,4,9,3
1646,EID_7336,0,46.0,1,1,Lebanon,Quality,Analytical,15.0,2,55,2,3,7.0,type4,3.0,3,0.7516,-0.4537,2.0,2,9,3
1652,EID_12159,1,33.0,5,1,Springfield,Logistics,Analytical,4.0,2,74,1,3,7.0,type2,2.0,3,0.7516,0.7075,2.0,3,8,5
1654,EID_4107,0,,2,0,Franklin,Sales,Directive,28.0,1,44,0,2,9.0,type3,1.0,3,0.7516,0.7075,2.0,5,6,2
1655,EID_18932,0,21.0,2,1,Lebanon,IT,Directive,2.0,2,46,2,2,8.0,type2,1.0,4,-0.1048,-0.4537,2.0,4,7,3
1658,EID_21961,1,27.0,1,1,Lebanon,Sales,Analytical,,1,27,1,4,7.0,type2,2.0,4,0.7516,0.7075,2.0,2,8,3
1661,EID_17187,0,21.0,3,1,Springfield,R&D,Conceptual,2.0,2,39,2,5,7.0,type2,4.0,3,-0.9612,-0.4537,2.0,2,8,3
1664,EID_9797,0,41.0,4,1,Washington,Security,Conceptual,15.0,2,73,0,3,7.0,type2,3.0,4,-0.1048,-0.4537,2.0,4,6,3
1668,EID_13459,1,27.0,3,0,Springfield,IT,Behavioral,3.0,1,64,0,3,8.0,type2,2.0,3,-0.1048,-0.4537,2.0,2,6,3
1674,EID_19060,0,19.0,2,0,Franklin,R&D,Analytical,0.0,0,60,1,5,7.0,type2,1.0,3,-1.8176,-0.4537,3.0,1,7,3
1677,EID_8011,1,50.0,3,1,Lebanon,Security,Behavioral,12.0,3,27,2,1,8.0,type3,3.0,3,-1.8176,0.7075,2.0,2,5,4
1678,EID_8102,1,44.0,3,0,Washington,IT,Directive,16.0,1,68,1,3,7.0,type3,3.0,1,0.7516,1.8688,2.0,4,8,2
1683,EID_19905,1,45.0,2,0,Washington,Accounting and Finance,Directive,10.0,1,35,2,5,8.0,type2,1.0,2,-1.8176,-2.7762,2.0,2,7,5
1685,EID_14873,1,24.0,3,0,Lebanon,Quality,Analytical,5.0,3,20,1,2,8.0,type2,1.0,3,-0.1048,-0.4537,1.0,3,8,3
1687,EID_21354,1,27.0,3,1,Franklin,Logistics,Behavioral,5.0,2,72,2,4,10.0,type2,2.0,3,0.7516,0.7075,2.0,3,7,3
1690,EID_4791,0,52.0,2,1,Lebanon,Purchasing,Behavioral,20.0,4,28,1,2,8.0,type2,1.0,4,0.7516,-2.7762,3.0,2,9,5
1692,EID_24913,1,27.0,4,0,Lebanon,Accounting and Finance,Conceptual,4.0,4,25,1,3,8.0,type2,4.0,3,-0.1048,-0.4537,1.0,2,8,3
1693,EID_3868,1,64.0,1,1,Franklin,Purchasing,Directive,31.0,2,24,1,2,7.0,type2,1.0,2,0.7516,-0.4537,2.0,3,6,4
1697,EID_10746,1,43.0,1,0,Springfield,IT,Directive,13.0,3,29,1,3,8.0,type2,2.0,2,0.7516,0.7075,2.0,3,7,3
1699,EID_18535,1,20.0,2,1,Lebanon,Sales,Behavioral,1.0,1,60,0,3,9.0,type3,1.0,3,-0.1048,-0.4537,2.0,2,5,3
1701,EID_7039,1,43.0,3,0,Springfield,Logistics,Analytical,15.0,2,24,1,2,7.0,type3,1.0,4,,-0.4537,1.0,3,8,3
1702,EID_23797,1,26.0,3,0,Springfield,Sales,Conceptual,3.0,3,58,1,3,7.0,type3,4.0,3,,0.7075,1.0,2,8,3
1703,EID_1574,1,56.0,4,1,Lebanon,Operarions,Conceptual,21.0,3,35,0,4,9.0,type3,2.0,2,1.6081,-0.4537,2.0,3,7,2
1704,EID_5931,0,45.0,4,1,Washington,Accounting and Finance,Directive,22.0,1,68,1,3,7.0,type3,4.0,3,0.7516,0.7075,2.0,4,8,5
1706,EID_15805,0,27.0,2,1,Franklin,Operarions,Conceptual,4.0,2,72,0,5,7.0,type2,1.0,3,-1.8176,-1.615,,4,8,5
1709,EID_16571,1,25.0,1,1,Springfield,Operarions,Analytical,6.0,3,50,0,2,10.0,type2,4.0,3,0.7516,-0.4537,2.0,3,5,4
1710,EID_10082,1,45.0,3,0,Springfield,Logistics,Directive,15.0,1,57,2,3,7.0,type2,1.0,3,-0.1048,-0.4537,3.0,3,9,4
1712,EID_3200,0,60.0,3,1,Franklin,Operarions,Conceptual,23.0,4,34,1,2,8.0,type2,3.0,3,0.7516,-0.4537,1.0,1,8,4
1714,EID_14234,0,34.0,4,1,Springfield,Logistics,Directive,11.0,3,41,1,3,7.0,type2,3.0,3,,0.7075,3.0,3,8,4
1715,EID_12498,1,39.0,4,0,Clinton,R&D,Behavioral,13.0,4,24,0,3,9.0,type2,4.0,3,-1.8176,-0.4537,2.0,2,8,3
1717,EID_12486,1,39.0,3,0,Lebanon,IT,Analytical,11.0,4,20,1,2,8.0,type3,1.0,4,-0.1048,-1.615,1.0,3,9,3
1718,EID_2679,1,53.0,3,0,Springfield,Logistics,Directive,21.0,4,70,1,4,7.0,type2,2.0,2,-1.8176,-0.4537,2.0,2,9,4
1720,EID_18268,1,22.0,3,1,Lebanon,IT,Behavioral,3.0,3,53,0,4,8.0,type2,3.0,3,0.7516,-0.4537,2.0,2,6,3
1721,EID_18253,1,22.0,4,1,Springfield,Purchasing,Directive,3.0,3,22,1,2,8.0,type2,2.0,4,-0.1048,0.7075,2.0,4,8,3
1723,EID_2503,1,57.0,4,1,Franklin,R&D,Directive,32.0,1,20,0,1,9.0,type3,4.0,3,-0.1048,-0.4537,2.0,2,5,3
1725,EID_9344,1,39.0,4,1,Franklin,Sales,Directive,10.0,1,74,0,3,7.0,type3,4.0,4,-0.1048,-1.615,2.0,3,5,3
1726,EID_17568,0,25.0,4,1,Franklin,Accounting and Finance,Analytical,6.0,2,23,1,3,9.0,type2,3.0,3,0.7516,-1.615,2.0,3,7,3
1729,EID_14129,1,34.0,3,1,Lebanon,Production,Analytical,12.0,2,22,0,2,9.0,type3,1.0,3,-0.9612,0.7075,2.0,2,7,3
1730,EID_22888,0,22.0,2,1,Springfield,Accounting and Finance,Conceptual,3.0,3,62,1,4,8.0,type3,1.0,3,-0.9612,-0.4537,3.0,3,8,3
1732,EID_11722,0,41.0,4,0,Lebanon,IT,Directive,12.0,4,74,1,3,9.0,type2,1.0,3,-0.1048,0.7075,2.0,3,7,4
1733,EID_18542,0,23.0,4,1,Lebanon,IT,Analytical,4.0,1,33,0,4,10.0,type3,3.0,4,0.7516,-0.4537,2.0,3,6,2
1736,EID_16559,0,25.0,2,0,Washington,Operarions,Behavioral,6.0,1,68,2,3,8.0,type2,2.0,3,-0.9612,1.8688,2.0,2,6,4
1738,EID_2137,0,54.0,3,1,Clinton,Accounting and Finance,Analytical,18.0,2,22,1,2,10.0,type3,3.0,5,-0.1048,-0.4537,2.0,3,8,3
1739,EID_13145,1,32.0,1,0,Lebanon,Logistics,Behavioral,3.0,3,46,1,2,10.0,type2,2.0,1,-1.8176,0.7075,,1,8,5
1740,EID_14181,1,29.0,4,1,Franklin,Production,Behavioral,6.0,3,46,1,3,8.0,type2,4.0,2,-0.9612,-0.4537,3.0,3,7,3
1741,EID_24695,1,47.0,4,1,Springfield,IT,Analytical,20.0,4,37,1,2,8.0,type2,1.0,4,-0.9612,-0.4537,,4,9,5
1744,EID_15852,0,29.0,3,1,Franklin,IT,Analytical,6.0,1,35,0,3,8.0,type2,2.0,3,1.6081,-0.4537,2.0,2,5,3
1747,EID_20012,1,54.0,3,1,Springfield,Sales,Conceptual,16.0,2,74,2,3,8.0,type3,2.0,3,-0.1048,0.7075,2.0,2,7,4
1748,EID_10381,0,44.0,5,0,Springfield,R&D,Behavioral,8.0,2,60,1,3,9.0,type0,3.0,4,-0.1048,-0.4537,2.0,1,7,4
1749,EID_9136,1,42.0,3,0,Washington,Quality,Conceptual,3.0,3,34,0,4,7.0,type3,2.0,4,1.6081,0.7075,2.0,3,6,3
1755,EID_24096,1,31.0,3,1,Lebanon,Accounting and Finance,Directive,5.0,4,57,1,2,8.0,type2,3.0,3,0.7516,-0.4537,1.0,3,7,2
1757,EID_14326,0,27.0,5,0,Washington,IT,Conceptual,5.0,2,45,2,5,7.0,type2,3.0,3,-1.8176,-0.4537,3.0,5,5,3
1761,EID_18727,1,19.0,3,1,Franklin,IT,Conceptual,0.0,0,43,1,2,9.0,type3,3.0,4,-0.1048,0.7075,3.0,4,8,4
1763,EID_15976,0,26.0,4,1,Springfield,IT,Behavioral,2.0,2,22,1,1,7.0,type2,1.0,3,,-2.7762,2.0,2,8,5
1764,EID_17626,0,23.0,3,0,Franklin,Logistics,Conceptual,4.0,3,60,1,2,9.0,type2,1.0,2,0.7516,1.8688,2.0,3,6,2
1765,EID_13302,0,27.0,3,1,Springfield,R&D,Conceptual,5.0,3,23,1,1,10.0,type3,1.0,3,,1.8688,2.0,4,5,4
1767,EID_12305,1,39.0,5,0,Lebanon,Sales,Conceptual,16.0,3,48,0,3,7.0,type2,1.0,3,-0.1048,-0.4537,2.0,3,5,3
1770,EID_14163,1,29.0,4,1,Lebanon,Sales,Analytical,5.0,4,26,1,3,9.0,type1,1.0,3,-0.1048,1.8688,1.0,3,6,3
1772,EID_19257,1,20.0,1,1,Lebanon,Accounting and Finance,Directive,1.0,1,41,1,3,7.0,type2,2.0,3,-0.9612,-0.4537,2.0,4,8,3
1777,EID_15897,1,30.0,3,1,Springfield,Sales,Conceptual,6.0,2,48,1,3,10.0,type4,5.0,3,,-0.4537,2.0,3,7,2
1779,EID_11486,1,41.0,3,1,Clinton,Purchasing,Conceptual,6.0,2,63,0,2,8.0,type2,1.0,3,-0.1048,-1.615,3.0,5,6,3
1785,EID_3837,1,59.0,4,1,Clinton,Logistics,Conceptual,34.0,3,67,1,3,9.0,type2,2.0,3,-0.9612,0.7075,2.0,1,8,3
1789,EID_3352,0,55.0,4,1,Franklin,R&D,Directive,29.0,2,20,0,5,9.0,type2,3.0,3,-0.1048,1.8688,2.0,4,5,3
1792,EID_24526,0,45.0,2,1,Lebanon,Logistics,Behavioral,7.0,4,66,1,4,8.0,type3,1.0,3,0.7516,0.7075,2.0,3,5,1
1793,EID_9254,1,58.0,5,1,Springfield,IT,Analytical,31.0,2,51,0,3,7.0,type4,3.0,3,,-1.615,2.0,2,8,3
1794,EID_8916,1,48.0,3,1,Washington,Logistics,Conceptual,26.0,4,26,1,4,9.0,type2,1.0,4,0.7516,-0.4537,,5,8,3
1797,EID_8926,0,43.0,3,1,Clinton,Logistics,Behavioral,17.0,2,22,1,3,8.0,type2,1.0,4,0.7516,-0.4537,2.0,2,7,3
1799,EID_3170,1,60.0,1,1,Lebanon,Logistics,Directive,35.0,3,48,2,4,7.0,type2,3.0,3,-0.1048,-0.4537,2.0,4,8,4
1800,EID_24612,1,45.0,3,0,Springfield,Quality,Conceptual,11.0,1,35,1,3,8.0,type3,4.0,3,0.7516,-0.4537,2.0,3,8,4
1802,EID_11554,1,36.0,4,0,Lebanon,Human Resource Management,Conceptual,8.0,1,67,1,3,9.0,type2,3.0,3,1.6081,1.8688,2.0,3,6,3
1804,EID_16362,0,22.0,4,0,Lebanon,Purchasing,Directive,3.0,3,32,0,4,8.0,type2,4.0,4,-0.9612,0.7075,2.0,2,8,3
1805,EID_13195,1,32.0,4,0,Springfield,Sales,Conceptual,3.0,3,31,2,4,7.0,type2,5.0,3,0.7516,0.7075,2.0,3,6,4
1808,EID_23226,1,60.0,3,0,Lebanon,R&D,Behavioral,31.0,4,36,1,2,8.0,type2,3.0,3,-0.1048,-1.615,3.0,1,6,3
1812,EID_11669,0,32.0,4,1,Washington,Operarions,Behavioral,3.0,3,41,0,3,8.0,type2,2.0,3,-0.1048,0.7075,1.0,4,7,3
1814,EID_12309,1,34.0,3,1,Washington,Sales,Behavioral,5.0,2,60,1,2,8.0,type2,1.0,3,,1.8688,1.0,1,8,1
1815,EID_17566,0,23.0,4,1,Franklin,IT,Conceptual,4.0,3,57,1,2,7.0,type3,2.0,3,-0.9612,0.7075,2.0,3,6,2
1817,EID_9921,0,37.0,4,0,Lebanon,Quality,Behavioral,14.0,3,40,1,3,8.0,type2,4.0,3,-0.1048,-0.4537,2.0,4,8,4
1820,EID_12449,0,30.0,3,1,Washington,Purchasing,Analytical,7.0,3,68,2,3,7.0,type3,4.0,3,0.7516,-1.615,2.0,3,7,3
1822,EID_4698,1,52.0,3,0,Franklin,Marketing,Behavioral,18.0,3,53,2,1,8.0,type2,3.0,3,0.7516,-0.4537,2.0,4,5,3
1826,EID_8868,1,43.0,2,1,Franklin,IT,Directive,21.0,2,73,1,5,8.0,type3,1.0,1,-0.9612,0.7075,,4,8,3
1827,EID_5820,1,62.0,3,0,Washington,R&D,Conceptual,26.0,1,66,1,2,8.0,type2,2.0,3,0.7516,0.7075,2.0,3,8,3
1832,EID_10702,1,39.0,1,0,Springfield,IT,Behavioral,10.0,3,59,2,4,7.0,type2,1.0,3,-0.1048,1.8688,2.0,3,7,4
1835,EID_2416,0,57.0,3,1,Lebanon,R&D,Conceptual,35.0,2,69,2,2,7.0,type3,3.0,3,0.7516,-0.4537,2.0,3,7,3
1839,EID_23137,0,60.0,2,1,Springfield,Logistics,Analytical,34.0,3,34,1,1,7.0,type4,4.0,3,,-0.4537,2.0,4,5,3
1840,EID_24704,0,26.0,4,0,Lebanon,Operarions,Behavioral,3.0,2,42,2,2,7.0,type3,1.0,5,0.7516,-0.4537,2.0,3,7,3
1842,EID_21642,1,27.0,1,1,Lebanon,IT,Conceptual,3.0,3,71,2,2,9.0,type2,1.0,1,0.7516,-0.4537,2.0,4,8,3
1846,EID_7769,1,41.0,4,0,Lebanon,IT,Behavioral,7.0,2,29,1,4,7.0,type2,2.0,3,-0.1048,-2.7762,3.0,2,8,5
1848,EID_17805,0,,3,0,Lebanon,Sales,Analytical,6.0,4,21,1,2,8.0,type3,4.0,4,0.7516,-0.4537,2.0,2,7,5
1849,EID_14927,1,32.0,3,1,Lebanon,R&D,Analytical,3.0,2,63,0,3,9.0,type3,1.0,2,0.7516,1.8688,1.0,3,7,3
1851,EID_2297,1,54.0,4,1,Franklin,Purchasing,Behavioral,17.0,3,30,1,5,7.0,type1,3.0,3,0.7516,1.8688,2.0,3,7,5
1857,EID_17761,0,23.0,3,1,Springfield,Production,Conceptual,4.0,1,64,0,2,8.0,type3,3.0,4,0.7516,0.7075,3.0,3,7,3
1859,EID_15161,1,,2,1,Clinton,R&D,Directive,5.0,1,61,0,5,8.0,type2,2.0,5,-0.1048,-0.4537,2.0,2,7,3
1861,EID_2166,1,58.0,4,0,Clinton,R&D,Directive,32.0,2,29,0,5,10.0,type2,4.0,3,-0.1048,-0.4537,1.0,4,7,3
1862,EID_1515,0,,1,1,Washington,R&D,Directive,38.0,4,68,1,4,8.0,type2,2.0,3,,1.8688,1.0,2,7,5
1865,EID_7820,0,41.0,4,1,Lebanon,Logistics,Analytical,7.0,4,59,2,3,8.0,type3,1.0,3,-0.9612,-2.7762,,3,8,3
1870,EID_20400,1,54.0,1,1,Washington,IT,Behavioral,28.0,4,49,1,5,7.0,type2,3.0,2,0.7516,-0.4537,2.0,3,7,4
1874,EID_22435,0,37.0,4,1,Springfield,Operarions,Behavioral,11.0,1,22,0,3,8.0,type2,1.0,3,-1.8176,-0.4537,2.0,2,8,5
1877,EID_13311,1,27.0,4,1,Lebanon,IT,Conceptual,5.0,2,58,1,5,8.0,type3,2.0,3,,-0.4537,2.0,1,6,3
1880,EID_19845,1,52.0,5,1,Washington,IT,Behavioral,15.0,3,36,1,5,8.0,type2,2.0,3,-1.8176,-1.615,2.0,3,7,4
1881,EID_6965,0,52.0,4,0,Springfield,Human Resource Management,Behavioral,14.0,2,67,1,4,8.0,type2,2.0,3,0.7516,1.8688,1.0,2,5,4
1883,EID_13766,1,26.0,1,0,Lebanon,Purchasing,Analytical,3.0,1,34,1,1,8.0,type2,1.0,5,-0.9612,-0.4537,3.0,3,6,2
1887,EID_14479,1,29.0,4,0,Franklin,Sales,Conceptual,6.0,3,29,1,1,8.0,type2,3.0,3,0.7516,0.7075,2.0,3,7,1
1888,EID_7348,0,46.0,3,1,Springfield,IT,Behavioral,,3,51,1,2,8.0,type2,2.0,1,-1.8176,-0.4537,1.0,3,8,5
1891,EID_6877,1,43.0,3,0,Franklin,IT,Analytical,8.0,4,74,1,2,7.0,type2,1.0,2,1.6081,-1.615,2.0,2,8,5
1892,EID_8337,0,40.0,3,1,Washington,Purchasing,Conceptual,11.0,4,65,1,2,8.0,type3,4.0,3,0.7516,-0.4537,2.0,4,7,3
1896,EID_16138,0,26.0,3,1,Clinton,Sales,Conceptual,3.0,3,25,0,2,7.0,type3,4.0,5,-0.1048,0.7075,2.0,3,6,3
1898,EID_16650,1,23.0,2,1,Franklin,Operarions,Directive,4.0,3,38,1,1,7.0,type3,1.0,3,,-0.4537,2.0,2,7,4
1899,EID_18259,1,22.0,1,1,Lebanon,Operarions,Analytical,3.0,1,22,0,4,8.0,type2,1.0,3,-0.9612,-0.4537,2.0,3,8,2
1900,EID_19144,1,19.0,4,1,Springfield,IT,Behavioral,0.0,0,50,1,4,10.0,type2,4.0,2,-1.8176,-0.4537,1.0,1,8,3
1903,EID_19882,0,54.0,2,1,Springfield,R&D,Behavioral,26.0,3,22,2,3,8.0,type2,1.0,3,-0.1048,-0.4537,2.0,3,8,4
1909,EID_2795,1,56.0,2,1,Washington,IT,Directive,,2,63,0,2,7.0,type1,2.0,4,-1.8176,-0.4537,2.0,2,9,3
1911,EID_21026,1,45.0,4,1,Franklin,Logistics,Behavioral,21.0,4,72,1,4,10.0,type2,1.0,4,-0.9612,0.7075,2.0,4,8,4
1919,EID_20627,0,28.0,5,0,Franklin,Sales,Directive,4.0,4,56,1,1,8.0,type3,1.0,3,0.7516,0.7075,2.0,2,8,4
1920,EID_8572,0,47.0,5,1,Lebanon,IT,Directive,19.0,2,63,0,2,7.0,type2,1.0,3,-1.8176,-0.4537,2.0,3,7,3
1925,EID_23260,0,60.0,3,1,Lebanon,Sales,Conceptual,33.0,3,66,2,2,7.0,type3,4.0,4,1.6081,0.7075,2.0,3,9,4
1927,EID_11851,1,35.0,4,0,Lebanon,Operarions,Analytical,8.0,4,62,0,1,8.0,type2,4.0,4,-0.1048,0.7075,3.0,4,6,3
1928,EID_5696,1,55.0,3,1,Springfield,Accounting and Finance,Analytical,29.0,4,37,1,3,7.0,type2,2.0,4,-1.8176,1.8688,2.0,3,5,3
1933,EID_6913,0,43.0,3,0,Springfield,R&D,Behavioral,9.0,2,31,1,1,8.0,type2,2.0,4,-0.1048,0.7075,2.0,3,8,5
1934,EID_5739,1,50.0,3,1,Lebanon,Operarions,Conceptual,15.0,1,68,1,2,8.0,type2,3.0,3,1.6081,0.7075,2.0,3,8,3
1937,EID_2043,0,55.0,4,0,Washington,IT,Analytical,20.0,2,35,1,3,10.0,type3,3.0,3,-1.8176,-1.615,2.0,3,6,3
1940,EID_3863,0,49.0,1,1,Lebanon,IT,Conceptual,21.0,4,52,1,2,7.0,type2,3.0,3,,1.8688,3.0,3,7,4
1941,EID_7513,0,51.0,3,1,Lebanon,Sales,Conceptual,23.0,4,22,1,5,7.0,type2,5.0,3,0.7516,-0.4537,2.0,4,8,4
1944,EID_23957,0,28.0,4,1,Franklin,Logistics,Behavioral,6.0,4,31,1,3,7.0,type2,1.0,3,,1.8688,1.0,2,6,4
1946,EID_24638,1,42.0,4,1,Lebanon,Logistics,Directive,19.0,1,72,2,2,10.0,type2,3.0,3,-0.9612,-0.4537,2.0,3,9,3
1950,EID_3543,0,65.0,3,1,Lebanon,Sales,Behavioral,40.0,3,33,0,1,8.0,type2,4.0,3,-0.9612,-1.615,2.0,1,6,3
1951,EID_3633,1,50.0,2,1,Lebanon,Logistics,Conceptual,26.0,3,49,1,5,10.0,type4,3.0,1,0.7516,1.8688,2.0,4,9,3
1956,EID_21727,1,30.0,5,1,Franklin,Logistics,Directive,6.0,4,38,1,3,9.0,type1,3.0,4,0.7516,-0.4537,2.0,2,8,4
1958,EID_3335,0,51.0,4,1,Franklin,Purchasing,Directive,17.0,4,60,0,3,8.0,type3,2.0,3,-0.9612,-0.4537,2.0,3,5,3
1963,EID_18934,1,,3,1,Washington,Human Resource Management,Conceptual,1.0,1,28,0,3,9.0,type2,1.0,3,0.7516,-1.615,2.0,2,8,1
1965,EID_2164,1,54.0,2,1,Lebanon,R&D,Behavioral,28.0,3,33,2,5,8.0,type3,3.0,3,,-1.615,2.0,1,8,4
1966,EID_22961,0,25.0,2,1,Franklin,Sales,Behavioral,6.0,3,30,1,3,7.0,type2,4.0,3,1.6081,0.7075,2.0,3,7,4
1967,EID_25318,1,52.0,2,1,Washington,Purchasing,Analytical,14.0,1,32,0,3,7.0,type3,1.0,5,-0.1048,0.7075,2.0,4,8,3
1969,EID_1056,0,65.0,5,1,Lebanon,IT,Analytical,30.0,2,49,1,1,7.0,type2,1.0,3,-1.8176,0.7075,2.0,2,7,5
1972,EID_16133,1,23.0,3,1,Washington,Sales,Analytical,4.0,1,37,1,5,9.0,type2,3.0,2,-0.1048,0.7075,2.0,2,8,3
1973,EID_8023,0,60.0,3,1,Lebanon,R&D,Behavioral,22.0,4,72,1,2,8.0,type2,4.0,5,-0.9612,-0.4537,1.0,3,5,3
1978,EID_8807,1,45.0,3,1,Lebanon,IT,Behavioral,17.0,4,58,1,4,9.0,type2,4.0,3,0.7516,-0.4537,2.0,5,8,3
1981,EID_22535,1,,4,1,Springfield,R&D,Directive,7.0,4,35,0,3,8.0,type2,1.0,3,0.7516,0.7075,1.0,3,6,3
1982,EID_5357,1,50.0,3,0,Clinton,Security,Analytical,19.0,2,38,2,3,7.0,type0,4.0,4,0.7516,-0.4537,,3,7,3
1984,EID_24647,0,30.0,4,0,Lebanon,R&D,Behavioral,8.0,3,31,2,2,7.0,type3,3.0,4,-0.1048,-0.4537,2.0,3,9,3
1986,EID_10122,0,40.0,3,1,Lebanon,IT,Behavioral,13.0,3,27,1,4,7.0,type2,1.0,5,-1.8176,0.7075,2.0,1,7,3
1990,EID_5840,0,49.0,4,0,Springfield,IT,Directive,25.0,2,54,1,1,8.0,type3,1.0,4,0.7516,0.7075,3.0,2,5,4
1994,EID_12425,1,30.0,3,1,Springfield,Quality,Analytical,8.0,1,72,0,3,8.0,type3,2.0,3,0.7516,0.7075,2.0,3,6,3
1995,EID_21118,1,45.0,4,0,Lebanon,IT,Conceptual,9.0,4,36,2,2,7.0,type3,1.0,3,-0.1048,-0.4537,2.0,4,8,5
1997,EID_3143,1,60.0,5,1,Lebanon,R&D,Behavioral,21.0,3,20,1,2,8.0,type2,1.0,3,0.7516,0.7075,2.0,3,5,3
1998,EID_12153,0,31.0,1,0,Lebanon,R&D,Directive,2.0,2,55,1,3,8.0,type3,2.0,3,,1.8688,1.0,4,8,4
2001,EID_23361,0,30.0,4,0,Washington,IT,Conceptual,8.0,4,62,2,3,7.0,type2,4.0,4,-0.9612,0.7075,2.0,4,9,3
2002,EID_5207,1,63.0,4,0,Franklin,Purchasing,Directive,35.0,3,61,0,4,9.0,type4,1.0,4,1.6081,0.7075,2.0,2,9,3
2006,EID_16684,0,28.0,3,1,Lebanon,IT,Directive,5.0,1,28,1,5,7.0,type2,4.0,3,-0.9612,1.8688,1.0,4,7,4
2007,EID_22520,1,28.0,4,0,Springfield,IT,Directive,4.0,3,51,0,4,8.0,type2,2.0,3,-0.1048,1.8688,3.0,3,9,2
2009,EID_22890,0,60.0,4,1,Franklin,Sales,Analytical,38.0,4,40,1,4,8.0,type2,3.0,3,1.6081,-1.615,1.0,3,7,3
2010,EID_18695,0,22.0,3,1,Lebanon,Quality,Behavioral,3.0,3,30,2,3,10.0,type2,2.0,3,0.7516,0.7075,,2,7,3
2011,EID_1275,1,60.0,1,1,Springfield,R&D,Behavioral,30.0,1,53,1,2,7.0,type2,1.0,3,0.7516,-0.4537,2.0,3,9,3
2020,EID_23926,0,32.0,1,1,Washington,Logistics,Analytical,9.0,2,23,0,4,8.0,type2,1.0,4,0.7516,0.7075,3.0,3,5,3
2021,EID_15506,1,24.0,4,1,Springfield,Marketing,Directive,5.0,3,30,0,1,7.0,type2,3.0,3,-1.8176,0.7075,1.0,4,5,4
2022,EID_4168,1,65.0,3,1,Franklin,Operarions,Analytical,29.0,4,31,1,2,8.0,type2,2.0,3,0.7516,-0.4537,2.0,3,9,3
2023,EID_23593,1,45.0,4,0,Clinton,Sales,Analytical,21.0,2,74,0,3,8.0,type2,3.0,4,-0.1048,0.7075,1.0,2,8,2
2024,EID_3108,1,55.0,4,1,Franklin,Marketing,Analytical,16.0,3,66,0,3,9.0,type2,1.0,3,-0.1048,1.8688,2.0,3,8,3
2029,EID_20278,1,26.0,3,0,Springfield,Sales,Behavioral,2.0,2,33,1,1,10.0,type2,3.0,3,0.7516,-0.4537,2.0,2,7,4
2031,EID_7832,1,41.0,3,1,Lebanon,IT,Behavioral,19.0,1,45,0,2,7.0,type3,3.0,3,0.7516,-0.4537,2.0,2,6,3
2032,EID_7775,1,,4,1,Lebanon,Production,Conceptual,21.0,4,51,1,2,7.0,type2,4.0,3,1.6081,0.7075,,1,8,4
2033,EID_9409,1,60.0,4,1,Springfield,Logistics,Behavioral,23.0,3,64,0,1,8.0,type2,3.0,2,,-0.4537,3.0,2,9,3
2035,EID_6657,1,,4,0,Springfield,Operarions,Behavioral,11.0,2,69,2,4,8.0,type0,2.0,3,0.7516,-0.4537,2.0,4,7,3
2037,EID_7683,0,45.0,4,1,Washington,R&D,Conceptual,18.0,3,26,1,3,8.0,type3,4.0,3,0.7516,0.7075,3.0,3,7,3
2042,EID_1670,0,60.0,3,1,Clinton,Operarions,Analytical,21.0,1,40,2,4,10.0,type2,4.0,3,0.7516,-0.4537,2.0,5,5,3
2045,EID_22972,1,45.0,4,1,Springfield,Sales,Conceptual,23.0,3,23,1,4,9.0,type2,3.0,4,-0.1048,1.8688,2.0,2,5,2
2047,EID_7172,0,51.0,3,1,Washington,Logistics,Conceptual,14.0,4,21,0,3,10.0,type0,4.0,3,0.7516,-0.4537,2.0,3,8,1
2052,EID_7230,0,50.0,3,1,Lebanon,Logistics,Conceptual,26.0,2,42,0,3,7.0,type2,3.0,3,0.7516,0.7075,2.0,1,8,4
2054,EID_2755,1,61.0,1,1,Washington,IT,Behavioral,34.0,4,59,0,3,8.0,type2,2.0,3,0.7516,0.7075,2.0,1,9,3
2055,EID_19126,0,19.0,4,0,Springfield,Operarions,Conceptual,0.0,0,21,1,5,8.0,type2,2.0,3,0.7516,0.7075,2.0,3,6,3
2057,EID_4573,0,63.0,1,0,Springfield,Security,Analytical,27.0,1,56,2,3,8.0,type2,1.0,4,0.7516,-0.4537,2.0,3,7,4
